Probability_0,Probability_1,Probability_2
0.0009376902187054564,1.7943576864551667e-10,0.9990623096018589
2.200055234148547e-07,3.0028682010321395e-05,0.9999697513124661
7.226540375064429e-12,0.9855414264665818,0.014458573526191669
0.9769710779043356,4.683485322684007e-20,0.023028922095664425
0.9999996686687443,6.051931622233708e-32,3.3133125560809124e-07
2.299140224933033e-05,3.1011047336227245e-09,0.999977005496646
3.237822317041993e-15,0.9998738176803831,0.00012618231961356624
0.9705502878026951,3.776573364366393e-20,0.029449712197304898
3.085775342376256e-08,0.23475089787561165,0.7652490712666349
3.566194385530967e-05,3.980572556705509e-10,0.9999643376580873
1.0839594552765082e-15,0.9999427690556226,5.7230944376372295e-05
0.9985772235143997,1.9385018608503735e-23,0.0014227764856002741
4.079651426827858e-06,2.227918773311942e-08,0.9999958980693855
3.6024430577429145e-05,7.76273839203294e-10,0.9999639747931488
0.9999999998929019,2.5664472240075602e-40,1.0709819705878511e-10
0.9999999999999551,1.722487274207487e-49,4.4960764969631095e-14
0.9999999999993376,2.33517710354104e-46,6.622631458686736e-13
5.575303475907556e-19,0.9999990604180076,9.395819925353868e-07
3.178025449840138e-20,0.9999932848784899,6.715121509971576e-06
0.9995104962295949,6.537359498209253e-24,0.0004895037704050695
9.391772066642963e-07,0.006117800189817343,0.993881260632976
0.9999999118763039,4.408793831785959e-34,8.812369613198626e-08
1.572769541864482e-05,2.4949389701499408e-09,0.9999842698096424
0.9999999999746756,1.154752197784793e-41,2.5324446670962394e-11
0.9994976843833224,3.234922343325119e-24,0.0005023156166776581
0.9999228381997133,2.423948632267787e-26,7.716180028677918e-05
3.4531343502915096e-05,5.524342218373886e-05,0.9999102252343134
4.9404433657387004e-20,0.9999998167994928,1.832005072752144e-07
3.7395225475645175e-19,0.9999995444773239,4.555226760557485e-07
5.109434809256658e-05,2.2883625123405257e-09,0.9999489033635449
0.9811103919662842,1.1617481719484342e-20,0.01888960803371589
8.5132075918444e-05,2.6265083873675964e-06,0.9999122414156942
3.680031951330328e-05,2.072169136063043e-05,0.999942477989126
0.00020640034703083335,4.844537172406059e-10,0.9997935991685155
0.0030105924301770583,5.822766124175113e-12,0.9969894075640001
1.4541323171241157e-16,0.9999847262683276,1.5273731672200953e-05
0.9999998491916183,1.7328644175922015e-32,1.5080838171118844e-07
0.9999787629962777,3.2290844693973604e-28,2.123700372232547e-05
1.0501899214950571e-16,0.9999911550008942,8.844999105840785e-06
0.9999976201768569,9.914832921618834e-31,2.379823143077496e-06
6.982958237450118e-37,1.0,3.608894646758285e-17
3.695434108218396e-15,0.9997825437200037,0.0002174562799925792
5.216605847851778e-07,0.014299277672068398,0.9857002006673469
2.3577329179656372e-14,0.9906333709640032,0.009366629035973259
1.5045583694805613e-30,0.9999999999998714,1.2850521998284277e-13
6.953385390280092e-17,0.9999892649117299,1.0735088270079898e-05
0.9992768824543699,6.025105185632175e-24,0.0007231175456300674
5.224217445747376e-37,1.0,1.6823050830716276e-17
0.9999568217285782,1.5140990621050542e-26,4.3178271421729804e-05
0.012731817597097014,1.2427056349095015e-12,0.9872681824016601
1.5067840949751718e-14,0.9998476562135199,0.00015234378646503314
3.7705549672075504e-06,1.6509232731657073e-07,0.9999960643527055
5.1940873339044945e-23,0.999999997884885,2.1151149913819155e-09
0.9997028969590823,1.0163928000182519e-24,0.00029710304091754263
1.6939269303356134e-22,0.9999999927753995,7.224600390600054e-09
0.001468015959760625,3.254957686969381e-12,0.9985319840369845
0.9999999996310112,3.42839526587626e-39,3.689888038681122e-10
0.0008712703181073879,2.0207992107217136e-07,0.9991285276019716
0.9999999388079239,1.8559636101533448e-33,6.119207614198484e-08
0.9977105742786586,3.2409848859427184e-22,0.002289425721341455
7.858992703046712e-22,0.9999996601288896,3.398711102603363e-07
0.00027735982356424406,3.8603457503844955e-10,0.9997226397904013
3.245176879383476e-26,0.9999999999499827,5.001724902975187e-11
0.9999999990033179,1.1685583352018118e-37,9.96682016732784e-10
5.945991268526497e-18,0.9999247785094906,7.522149050936186e-05
2.2384582559174834e-09,0.0004943385968839082,0.9995056591646577
0.999999999669924,3.872371159847439e-40,3.3007589807114126e-10
3.2782919380001787e-19,0.9999993641150666,6.358849333990013e-07
0.9999999995985929,7.437800692658768e-39,4.0140720857404076e-10
0.0009724828498527716,5.481067821409062e-08,0.9990274623394689
9.725281234390234e-09,0.0034735536434015307,0.9965264366313171
0.0005142145636857219,7.605397424221961e-11,0.9994857853602603
1.0246094603342883e-05,2.696840857005006e-08,0.9999897269369882
2.2360791838083572e-13,0.9992362325879289,0.0007637674118473989
7.514701671461141e-38,0.9999999999999998,2.0004819617793464e-16
1.400315717859153e-10,0.934117557814343,0.06588244204562536
0.0006154586499223844,1.1305074049233066e-06,0.9993834108426728
0.004326420912414195,4.264599501857169e-12,0.9956735790833213
0.9999999999858602,4.053591919988807e-43,1.4139779314208623e-11
0.0001636472718841987,3.768906305861956e-10,0.9998363523512253
3.653473360620338e-24,0.9999999817728914,1.822710850917589e-08
0.00014882521600748826,1.1846867095810024e-06,0.9998499900972829
1.5282550454963904e-07,4.768799253462002e-06,0.9999950783752419
0.00028125179371060857,2.167624055793191e-10,0.9997187479895271
1.4634710750579438e-05,1.2459910412175509e-05,0.9999729053788372
1.7716280516380199e-06,1.509313150763477e-07,0.9999980774406333
3.2261435350742936e-18,0.9999984927531965,1.5072468035641256e-06
0.9999999993735351,2.0734400267718168e-38,6.26464903501168e-10
4.461615034588426e-18,0.9999988044113562,1.1955886437955166e-06
0.00012379222737985953,1.9058688221342757e-10,0.9998762075820333
3.2934325147927124e-06,1.2075235806587867e-07,0.9999965858151272
1.4859938644453971e-18,0.9999984725371666,1.5274628334537843e-06
3.863227062459252e-24,0.999999998652995,1.3470049902161252e-09
0.9999999999941513,3.0974299845241637e-43,5.848576649143106e-12
0.004523381482278249,5.4211747590877496e-08,0.9954765643059742
7.177897188568129e-37,1.0,4.6085849496937825e-17
0.9999901786383233,3.1188729194016907e-28,9.821361676612312e-06
2.045863754055738e-16,0.9999832080683061,1.679193169362475e-05
1.8753762877252454e-16,0.9999695750516516,3.0424948348232604e-05
2.243809733025819e-22,0.9999999923584276,7.641572356995973e-09
0.9999999999842313,1.543893954816094e-42,1.5768726358492053e-11
0.999999999998425,7.881086511748329e-44,1.57502697313399e-12
2.851060924535505e-10,0.9142603567413353,0.08573964297355864
5.474109210514424e-07,7.887565200921586e-07,0.9999986638325588
1.4612374940636605e-20,0.9999999401660125,5.983398748374069e-08
3.942929122521267e-06,1.0704140594335048e-07,0.9999959500294716
0.9996596647993404,2.0357578737063895e-24,0.00034033520065953623
0.9999999999901483,2.818231508921077e-44,9.851596360608686e-12
0.999006889053847,2.304602730659345e-23,0.0009931109461529992
6.081702659596023e-17,0.9999931575018712,6.842498128794006e-06
0.999999999147269,3.2866201780180514e-38,8.527309591407297e-10
0.9999246984273593,7.038053399605282e-26,7.530157264074518e-05
1.793970599553412e-20,0.9999999085657777,9.143422228390196e-08
0.9978997260911087,1.727218164189587e-22,0.002100273908891311
4.9808793193907305e-06,5.166543682444933e-08,0.9999949674552437
2.1460558853432808e-08,0.0001822640813700192,0.9998177144580712
8.824761086687061e-19,0.9999989695153729,1.0304846271405593e-06
8.887021882350455e-30,0.9999999999740352,2.5964871957058584e-11
0.9999999999994422,9.178779202295227e-47,5.578026403724129e-13
1.154236193894422e-20,0.9999999278603945,7.213960554714606e-08
7.057428290428655e-26,0.9999999999558036,4.419637616408238e-11
1.5622337438195124e-24,0.9999999996512747,3.487253784442196e-10
7.064853233186657e-28,0.9999999999978466,2.1534946032269808e-12
1.2954960311670906e-06,6.517131707095976e-07,0.9999980527907981
5.742849706672508e-26,0.9999999999339131,6.608682121031466e-11
4.040168564085491e-16,0.9999677922316812,3.2207768318359e-05
0.0008175370394047343,1.8488925874153432e-11,0.9991824629421063
1.5296544157844307e-23,0.9999999988203538,1.1796461904127784e-09
0.999999999987558,4.224816869638203e-43,1.24421102392452e-11
1.1080983149851099e-05,5.387747648838974e-09,0.9999889136291025
1.8392874284003198e-29,0.9999999999994977,5.023404718705169e-13
6.380345479845254e-20,0.9999997139139382,2.8608606173917494e-07
0.9999999999843412,9.552385535981433e-43,1.565875118443069e-11
7.412045218559442e-29,0.9999999999991811,8.189655801955501e-13
0.9999999944046434,2.5715798484515785e-36,5.595356518660259e-09
8.70927439548731e-17,0.9999793216634292,2.0678336570725945e-05
2.048635870813811e-05,1.1486976157630057e-08,0.9999795021543159
0.9969451064875191,9.604633257210824e-23,0.00305489351248093
0.9999989847317527,1.6365214509869864e-30,1.0152682472147541e-06
0.9999999999819829,5.311051122723675e-42,1.8017054228088726e-11
0.0004110079416868259,3.874561780830292e-10,0.9995889916708569
0.9999989942854137,2.4694673420103892e-30,1.0057145862849499e-06
8.873190449745453e-08,0.019839039591429904,0.9801608716766657
2.472679280715056e-07,0.017761676538621696,0.9822380761934502
2.649013565604326e-23,0.9999999969161635,3.083836559386733e-09
0.9999999999918427,7.177688781862932e-43,8.157350709467589e-12
0.00026954962153578844,5.50203712233466e-10,0.9997304498282604
0.9999999999998856,4.0557595998053827e-48,1.14346763366217e-13
0.9999970914468628,1.1048855427177575e-29,2.908553137226167e-06
0.9999939093762287,7.331357700862248e-29,6.090623771294704e-06
6.950297905556476e-24,0.9999999982536238,1.7463761548659486e-09
1.3535982167614296e-28,0.9999999999663476,3.365235420144583e-11
0.9999997337339069,4.834765087376479e-32,2.662660931057544e-07
0.0004274294854682515,3.750438272991569e-10,0.999572570139488
0.9999999164783738,2.228092827786695e-33,8.352162610564996e-08
8.708774005534882e-09,0.00027399399720109724,0.9997259972940249
0.99998831193945,7.80478127081295e-27,1.1688060549959317e-05
2.210449594670149e-08,0.00011052005840989284,0.9998894578370943
6.841796970585891e-05,2.8182006878398578e-06,0.9999287638296063
4.2092787981989865e-09,0.5952088846066932,0.404791111184028
0.9999999988433794,4.543155074375543e-38,1.1566205179973942e-09
0.000140650457424488,7.477607186442158e-10,0.9998593487948148
0.0005364801651647985,4.268556419242815e-11,0.9994635197921498
8.478250672755274e-23,0.9999999357711108,6.422888925884338e-08
1.1634719655387016e-08,0.000496889119007612,0.9995030992462728
8.18503568733755e-18,0.9999970206189505,2.9793810496425448e-06
1.4844475682877172e-30,0.9999999999998923,1.0765036064944485e-13
0.999999999999994,3.0449346718918634e-50,5.8952017113107284e-15
0.9999999410429646,1.0148227045596868e-32,5.8957035334275105e-08
9.358581334685521e-06,1.9810240150658455e-08,0.9999906216084252
4.954748398835266e-09,0.001001437972618555,0.9989985570726331
0.9999700254622114,1.2826849448723028e-26,2.9974537788597683e-05
1.3519053200639253e-19,0.9999997097766321,2.9022336786045424e-07
2.0456731526091776e-19,0.999999744836511,2.5516348903852985e-07
5.398377148910078e-07,2.1147263780933433e-07,0.9999992486896472
1.1925193073197165e-29,0.9999999999995965,4.0342120494870106e-13
1.1288909054308493e-06,2.7316512307395936e-07,0.9999985979439714
0.9999983907317294,3.308349650576217e-29,1.6092682706296458e-06
1.0341441791925743e-08,0.0010615742225650114,0.9989384154359933
0.9999999853803625,1.9403647831847614e-34,1.461963753990646e-08
8.886486066225769e-26,0.9999999975096383,2.4903617989568436e-09
0.9999999883234406,2.032776510821085e-36,1.1676559453204634e-08
0.9999999999937448,8.46107074068536e-43,6.255301149221609e-12
0.9999999999924902,1.5866685524122278e-43,7.509852499069674e-12
0.9999999999926712,1.2579217781248814e-42,7.328882784642327e-12
0.00013942036088013677,1.7239283183945504e-09,0.9998605779151916
0.9999999999999707,1.6767049817071042e-49,2.92727153162076e-14
6.201068523579608e-37,1.0,2.6118317110818872e-17
0.00026485483031564065,8.268336358762646e-10,0.9997351443428506
0.999999999863638,1.9682607000251296e-39,1.3636192507284719e-10
7.275060138892348e-24,0.9999999986046035,1.3953964907899484e-09
0.9999999997970954,1.4906273388196903e-40,2.0290457232331344e-10
0.999999999998374,2.3023830104323003e-45,1.6259672515470576e-12
0.9999999978730982,1.162493068323633e-36,2.1269016870433654e-09
6.04610692083529e-23,0.9999998885431736,1.1145682643804629e-07
0.9999999995152602,4.1245802512391943e-38,4.847397547941589e-10
0.9999999009701446,1.1008415152386053e-33,9.902985535029132e-08
0.9999999999988607,1.5936454755780805e-44,1.1392633509334606e-12
0.9999990187918162,2.776182346769722e-30,9.812081838336693e-07
0.0002919625483404713,1.0642644379423553e-09,0.999708036387395
1.8254839314139163e-05,2.4700486765817247e-08,0.9999817204601992
8.759236964473094e-27,0.9999999999770222,2.297779532941893e-11
4.82163293537551e-21,0.9999999496596624,5.0340337673567804e-08
0.9994029294910379,2.8575609871914665e-24,0.0005970705089620087
2.2040213892073235e-05,3.897281124225738e-09,0.9999779558888267
0.0006893005817495193,1.9516989082979177e-11,0.9993106993987336
0.9999999151927331,5.124534762328981e-33,8.480726685274993e-08
1.7636248260915978e-09,0.0027445861710204615,0.9972554120653547
2.219536987058749e-34,0.9999999999999993,6.822295422490308e-16
0.0007782817605889329,2.8029787184729976e-07,0.9992214379415392
3.159588957414649e-11,0.27779385457142136,0.7222061453969828
0.9999999575833383,1.6216895732773684e-34,4.241666162957306e-08
0.999999999873401,3.8263364868548114e-41,1.2659888614014714e-10
5.083864067969981e-29,0.9999999999992222,7.777156017901268e-13
0.002970972435639587,4.905691698986161e-12,0.9970290275594547
0.0005775674576964711,1.2184804232163007e-10,0.9994224324204555
1.3783381798139504e-21,0.9999999718852198,2.8114780241757834e-08
0.9999726257150182,1.5434567842638744e-27,2.7374284981726588e-05
0.9999998721086102,1.604056123396236e-33,1.278913898664544e-07
7.10917732797481e-05,3.2961606121920345e-10,0.9999289078971041
1.4824757053642632e-13,0.9990974942574145,0.0009025057424372989
0.9999999999998139,7.287263314499709e-48,1.8603280337155518e-13
1.135655870177433e-14,0.9882158981924516,0.011784101807536876
0.9999999999999407,3.4750515899439104e-49,5.922851475733028e-14
0.0033084569691037794,4.510324279044047e-08,0.9966914979276534
0.9999999500645405,6.115806842547196e-34,4.993545946536934e-08
7.095764601507752e-18,0.9999417171201316,5.828287986832452e-05
1.3492374562798547e-09,0.007081419835889648,0.9929185788148728
0.00025571586979284035,2.2983500187129047e-10,0.9997442839003722
6.761699235955294e-07,0.006600146689528684,0.9933991771405477
0.9775042443283043,1.8810606451811633e-20,0.02249575567169576
2.3638087795798602e-20,0.9999952654113861,4.734588613892001e-06
5.287694747052929e-06,9.22088571837687e-05,0.9999025034480691
0.9999991422807502,1.166714128468052e-30,8.57719249755958e-07
1.709978024731291e-35,0.9999999999999964,3.502572033485813e-15
1.229807987520552e-20,0.9999999575591147,4.24408851235455e-08
1.2532527523972928e-16,0.9993323133574528,0.0006676866425470768
3.2074092282501826e-15,0.9948942566298548,0.0051057433701418645
0.9999999999999054,1.5323392335398014e-48,9.460518844279913e-14
0.9999999999999791,1.6231121240786788e-50,2.0968753418446993e-14
6.586635597214506e-30,0.9999999999995071,4.929839899293516e-13
3.598430933798477e-20,0.9999998728584338,1.2714156628122312e-07
0.9999999219451586,6.254060440999645e-34,7.805484146207275e-08
7.390982765337807e-08,3.6656503134497616e-05,0.9999632695870377
1.448989957368069e-09,0.01270313350000158,0.9872968650510084
4.2385873406669744e-07,0.01870266824352061,0.9812969078977453
0.9999770595866008,3.8555850607287015e-28,2.2940413399199818e-05
0.9999998215694416,1.719990518836409e-33,1.784305585629979e-07
9.911743379610828e-17,0.9999860118623197,1.3988137680152883e-05
8.47917352877304e-05,8.81104903709134e-06,0.9999063972156753
5.835862150046393e-30,0.9999999999998292,1.7075685960804274e-13
2.902143022339005e-29,0.999999999999629,3.7102523355081e-13
8.301680936492524e-34,0.9999999999999976,2.4701056723082502e-15
7.273497146564608e-16,0.99992538024631,7.461975368943478e-05
0.001200540774473576,2.863702094787521e-07,0.998799172855317
0.0021522989336309668,4.250862155433088e-12,0.9978477010621182
1.1958585104081133e-07,0.11363929455183996,0.886360585862309
7.355903774749536e-06,8.467104956395822e-09,0.9999926356291204
1.328670172298212e-24,0.999999999499652,5.00347895771204e-10
0.9983706533432334,1.4435169945882405e-22,0.001629346656766672
1.4686242602637405e-25,0.9999999998893925,1.1060758686407202e-10
1.0775259701101237e-09,0.021659058907718885,0.9783409400147551
3.531160190744401e-37,1.0,2.142145863749842e-17
0.004050141910573845,4.968626899313452e-08,0.9959498084031573
0.9999999999999887,4.1599012641505627e-51,1.1340973237572177e-14
0.9999999983730301,5.896454455853517e-37,1.626969794873653e-09
5.002565379497217e-15,0.9956982097418058,0.00430179025818911
0.9999999998280764,6.663728350975754e-41,1.7192363394074701e-10
0.01014548692290506,1.276192763911491e-12,0.9898545130758187
2.1188985973868622e-35,0.9999999999999998,1.3859661347324525e-16
0.9986216348852498,5.425100284740974e-23,0.0013783651147501492
1.4643317379278662e-07,0.010953976083547505,0.9890458774832787
0.9999999999840481,5.046886200729339e-43,1.5951919635045782e-11
5.739183079601248e-13,0.9983752808469674,0.0016247191524587548
5.555852704664264e-19,0.9999753433057167,2.46566942832207e-05
1.1531731881184916e-05,4.604422815124185e-05,0.9999424240399676
4.738283722095429e-21,0.9999999607658867,3.923411321384826e-08
3.072438262652896e-21,0.9999999607855659,3.9214434254368834e-08
3.085562799675853e-14,0.9777887256340431,0.02221127436592604
1.2729926794141303e-35,1.0,9.502282858498077e-17
6.667158095809761e-17,0.9998781212416971,0.00012187875830294168
0.9994534499257925,2.936511082224236e-23,0.0005465500742074191
1.998082679427194e-05,3.0597841431837994e-09,0.9999800161134216
7.241657257159376e-11,0.9793815576774972,0.020618442250086324
0.9999999517446115,4.07490375306874e-34,4.825538838549175e-08
0.9999993209913639,6.29801297237203e-32,6.790086360356662e-07
0.999999999997357,1.295005594877561e-45,2.643087075013001e-12
2.7977429388737636e-08,0.00022326211273185882,0.9997767099098387
0.9999837633282858,1.5454045895052272e-27,1.6236671714250694e-05
1.4906074293554133e-22,0.999999994412003,5.587996896044633e-09
1.932950057755528e-15,0.9999164424953837,8.355750461423102e-05
6.296713616755572e-09,0.646397110136231,0.3536028835670554
0.9782907182269113,1.3775607348352366e-19,0.02170928177308881
0.9999999999969307,6.242912527946783e-45,3.0693678357273663e-12
2.1770789413428627e-07,1.5141493743523231e-06,0.9999982681427315
0.9999999650412751,8.201207859487836e-35,3.4958724926754795e-08
0.9999547835028619,2.4534764553621023e-27,4.521649713795316e-05
2.7913142410467822e-16,0.999976968228049,2.3031771950817654e-05
1.036333709946306e-18,0.9999991516768512,8.483231487221413e-07
0.999447116436257,8.545423055394746e-19,0.0005528835637428366
1.9660045981175665e-27,0.9999999998575715,1.4242859115281426e-10
4.2790300328475265e-06,2.69895026696227e-08,0.9999956939804644
0.9999998598074901,1.4089392833293815e-32,1.4019251003612366e-07
1.4628457336031072e-08,0.000833685461673113,0.9991662999098696
0.9999999999979228,1.2260844483363816e-45,2.0771542701606072e-12
5.073409274299085e-29,0.9999999999988136,1.1864240142233446e-12
0.9999999172955125,1.3244770039246526e-33,8.270448760086677e-08
2.0979295247452213e-13,0.9981220571164569,0.0018779428833333772
3.1792160462963213e-06,5.687860168244826e-08,0.999996763905352
0.0014783416459826714,6.6170842404215344e-12,0.9985216583474001
7.013411847956734e-06,1.454695377320472e-08,0.9999929720411983
6.03789516682175e-12,0.9856567999655573,0.014343200028404703
8.085495506256116e-14,0.9989525026226123,0.0010474973773067528
9.695989978226573e-32,0.9999999999999829,1.7134783885825942e-14
0.999999871279096,2.838759596128053e-33,1.2872090397648316e-07
0.9999894543156462,1.8687281152288953e-27,1.0545684353680744e-05
1.0875466359913335e-12,0.9982181922040786,0.0017818077948338997
5.156073470673564e-27,0.9999999999781053,2.1894763399537937e-11
2.840257982159872e-06,0.0008179729315597434,0.9991791868104581
8.644188207486509e-13,0.8954269122080767,0.10457308779105885
0.9999999999999181,8.24049088493554e-49,8.192772526071081e-14
6.548750036654861e-05,4.2398525493432786e-10,0.9999345120756481
0.9999999999788327,4.229352980051562e-43,2.1167357524294817e-11
0.9999968707199554,5.599925581254251e-30,3.1292800446013734e-06
0.9999997559222281,4.625741388772994e-32,2.440777720338869e-07
4.580396492548747e-06,6.026102718470778e-08,0.9999953593424803
0.9999999999937319,1.290829014073988e-42,6.268001884084097e-12
2.7610136806595506e-08,0.29319125534038754,0.7068087170494758
0.9999999999284954,3.2961385673867808e-40,7.150460763289685e-11
1.748838581837254e-18,0.9999983189526247,1.6810473753125233e-06
0.00010987765565065109,4.0363105248973564e-10,0.9998901219407182
